hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_month_num,arrival_date,total_nights,total_guests,estimated_revenue,is_family,arrival_season,lead_time_group
Resort Hotel,1,60,2017,January,2,12,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.0,0,2,Canceled,2017-01-10,1,2017-01-12,3,1.0,111.0,0,Winter,31-90 days
Resort Hotel,1,129,2017,January,2,12,2,3,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,47.8,0,0,Canceled,2016-09-08,1,2017-01-12,5,2.0,239.0,0,Winter,91-180 days
Resort Hotel,1,84,2017,January,2,12,4,12,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,33.31,0,1,No-Show,2017-01-12,1,2017-01-12,16,1.0,532.96,0,Winter,31-90 days
Resort Hotel,1,115,2017,January,2,12,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,37.8,0,1,Canceled,2017-01-10,1,2017-01-12,8,2.0,302.4,0,Winter,91-180 days
Resort Hotel,1,78,2017,January,2,13,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,54.27,0,1,Canceled,2017-01-11,1,2017-01-13,2,2.0,108.54,0,Winter,31-90 days
Resort Hotel,1,10,2017,January,2,13,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,44.0,0,0,Canceled,2017-01-04,1,2017-01-13,2,2.0,88.0,0,Winter,0-30 days
Resort Hotel,1,82,2017,January,2,13,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.0,0,0,Canceled,2016-10-23,1,2017-01-13,3,1.0,111.0,0,Winter,31-90 days
Resort Hotel,1,11,2017,January,2,14,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,78.0,0,1,Canceled,2017-01-04,1,2017-01-14,1,2.0,78.0,0,Winter,0-30 days
Resort Hotel,1,8,2017,January,2,14,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,75.5,0,2,Canceled,2017-01-07,1,2017-01-14,1,3.0,75.5,1,Winter,0-30 days
Resort Hotel,1,18,2017,January,2,14,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,68.0,0,2,Canceled,2017-01-01,1,2017-01-14,2,2.0,136.0,0,Winter,0-30 days
Resort Hotel,1,22,2017,January,2,14,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,242.0,0.0,0,Transient,69.35,0,1,Canceled,2017-01-10,1,2017-01-14,2,2.0,138.7,0,Winter,0-30 days
Resort Hotel,1,33,2017,January,2,14,2,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,82.0,0,0,Canceled,2016-12-12,1,2017-01-14,3,4.0,246.0,1,Winter,31-90 days
Resort Hotel,1,108,2017,January,2,14,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,55.8,0,2,Canceled,2016-09-30,1,2017-01-14,3,2.0,167.39999999999998,0,Winter,91-180 days
Resort Hotel,1,87,2017,January,2,14,2,1,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,46.43,0,0,Canceled,2016-10-19,1,2017-01-14,3,1.0,139.29,0,Winter,31-90 days
Resort Hotel,1,275,2017,January,2,14,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,51.3,0,2,Canceled,2016-09-28,1,2017-01-14,3,2.0,153.89999999999998,0,Winter,180+ days
Resort Hotel,1,87,2017,January,2,14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,33.6,0,0,Canceled,2016-10-19,1,2017-01-14,3,2.0,100.8,0,Winter,31-90 days
Resort Hotel,1,106,2017,January,2,14,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,55.8,0,2,Canceled,2016-11-27,1,2017-01-14,3,2.0,167.39999999999998,0,Winter,91-180 days
Resort Hotel,1,45,2017,January,2,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,0,Canceled,2016-11-30,1,2017-01-14,7,2.0,294.0,0,Winter,31-90 days
Resort Hotel,1,45,2017,January,2,14,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,37.8,0,1,Canceled,2016-12-05,1,2017-01-14,7,2.0,264.6,0,Winter,31-90 days
Resort Hotel,1,90,2017,January,2,14,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,29.11,0,1,Canceled,2016-10-19,1,2017-01-14,3,2.0,87.33,0,Winter,31-90 days
Resort Hotel,1,242,2017,January,2,14,4,10,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,0,Canceled,2016-05-20,1,2017-01-14,14,2.0,529.1999999999999,0,Winter,180+ days
Resort Hotel,1,19,2017,January,3,15,2,2,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,93.0,0,1,Canceled,2016-12-27,1,2017-01-15,4,4.0,372.0,1,Winter,0-30 days
Resort Hotel,1,18,2017,January,3,16,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,1,No Deposit,0.0,154.0,0,Transient,35.0,0,0,Canceled,2017-01-16,1,2017-01-16,1,1.0,35.0,0,Winter,0-30 days
Resort Hotel,1,281,2017,January,3,16,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,0,Canceled,2016-04-14,1,2017-01-16,2,2.0,96.0,0,Winter,180+ days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-14,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-13,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-05,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-13,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,27,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-14,1,2017-01-16,3,1.0,165.0,0,Winter,0-30 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-04,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,17,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-03,1,2017-01-16,3,1.0,165.0,0,Winter,0-30 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-11,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,0,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,E,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-16,1,2017-01-16,3,1.0,165.0,0,Winter,0-30 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-10,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-06,1,2017-01-16,3,1.0,165.0,0,Winter,31-90 days
Resort Hotel,1,5,2017,January,3,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,0.0,135.0,0,Transient,35.0,0,0,Canceled,2017-01-17,1,2017-01-17,1,1.0,35.0,0,Winter,0-30 days
Resort Hotel,1,0,2017,January,3,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,8.0,0,0,Canceled,2017-01-17,1,2017-01-17,1,2.0,8.0,0,Winter,0-30 days
Resort Hotel,1,16,2017,January,3,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,42.43,0,1,Canceled,2017-01-05,1,2017-01-17,1,2.0,42.43,0,Winter,0-30 days
Resort Hotel,1,1,2017,January,3,17,0,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,H,1,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,Canceled,2017-01-17,1,2017-01-17,2,1.0,110.0,0,Winter,0-30 days
Resort Hotel,1,41,2017,January,3,17,0,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,0,No-Show,2017-01-17,1,2017-01-17,2,1.0,110.0,0,Winter,31-90 days
Resort Hotel,1,134,2017,January,3,18,2,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient-Party,87.0,0,0,Canceled,2016-09-06,1,2017-01-18,6,2.0,522.0,0,Winter,91-180 days
Resort Hotel,1,1,2017,January,3,18,3,9,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,8.0,0,0,Canceled,2017-01-17,1,2017-01-18,12,2.0,96.0,0,Winter,0-30 days
Resort Hotel,1,3,2017,January,3,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,96.0,0.0,0,Transient-Party,30.0,0,2,Canceled,2017-01-17,1,2017-01-19,1,1.0,30.0,0,Winter,0-30 days
Resort Hotel,1,41,2017,January,3,19,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,468.0,0.0,0,Transient,57.6,0,0,Canceled,2016-12-24,1,2017-01-19,2,2.0,115.2,0,Winter,31-90 days
Resort Hotel,1,135,2017,January,3,19,2,4,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240.0,0.0,0,Transient,82.0,0,0,Canceled,2016-12-22,1,2017-01-19,6,4.0,492.0,1,Winter,91-180 days
Resort Hotel,1,123,2017,January,3,19,2,5,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,82.0,0,0,Canceled,2016-09-18,1,2017-01-19,7,4.0,574.0,1,Winter,91-180 days
Resort Hotel,1,3,2017,January,3,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,60.0,0,0,Canceled,2017-01-20,1,2017-01-20,1,2.0,60.0,0,Winter,0-30 days
Resort Hotel,1,128,2017,January,3,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,2,Canceled,2016-09-19,1,2017-01-20,2,2.0,84.0,0,Winter,91-180 days
Resort Hotel,1,47,2017,January,3,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,2,Canceled,2016-12-09,1,2017-01-20,2,2.0,84.0,0,Winter,31-90 days
Resort Hotel,1,128,2017,January,3,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,54.0,0,2,Canceled,2016-11-23,1,2017-01-20,2,2.0,108.0,0,Winter,91-180 days
Resort Hotel,1,10,2017,January,3,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,0,Canceled,2017-01-11,1,2017-01-20,2,2.0,96.0,0,Winter,0-30 days
Resort Hotel,1,123,2017,January,3,20,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,2,Canceled,2016-12-08,1,2017-01-20,2,2.0,75.6,0,Winter,91-180 days
Resort Hotel,1,72,2017,January,3,20,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,62.0,0,0,Canceled,2016-12-22,1,2017-01-20,3,2.0,186.0,0,Winter,31-90 days
Resort Hotel,1,86,2017,January,3,20,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,1,Canceled,2016-11-08,1,2017-01-20,4,2.0,168.0,0,Winter,31-90 days
Resort Hotel,1,12,2017,January,3,21,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,65.5,0,2,Canceled,2017-01-16,1,2017-01-21,1,3.0,65.5,1,Winter,0-30 days
Resort Hotel,1,43,2017,January,3,21,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,52.0,0,1,Canceled,2016-12-11,1,2017-01-21,7,2.0,364.0,0,Winter,31-90 days
Resort Hotel,1,15,2017,January,4,22,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,0,Canceled,2017-01-07,1,2017-01-22,4,2.0,232.0,0,Winter,0-30 days
Resort Hotel,1,124,2017,January,4,22,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,1,Canceled,2016-09-26,1,2017-01-22,7,2.0,264.6,0,Winter,91-180 days
Resort Hotel,1,44,2017,January,4,22,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,0,Canceled,2016-12-09,1,2017-01-22,7,2.0,294.0,0,Winter,31-90 days
Resort Hotel,1,103,2017,January,4,22,4,9,2,2.0,0,BB,TUR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,86.0,0,0,Canceled,2016-12-13,1,2017-01-22,13,4.0,1118.0,1,Winter,91-180 days
Resort Hotel,1,8,2017,January,4,23,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,43.0,0,0,Canceled,2017-01-16,1,2017-01-23,1,1.0,43.0,0,Winter,0-30 days
Resort Hotel,1,5,2017,January,4,23,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0.0,94.0,0,Transient,35.0,0,0,Canceled,2017-01-20,1,2017-01-23,2,1.0,70.0,0,Winter,0-30 days
Resort Hotel,1,160,2017,January,4,23,1,4,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,55.8,0,2,Canceled,2016-08-20,1,2017-01-23,5,2.0,279.0,0,Winter,91-180 days
Resort Hotel,1,13,2017,January,4,24,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,88.0,0,0,Canceled,2017-01-12,1,2017-01-24,1,2.0,88.0,0,Winter,0-30 days
Resort Hotel,1,6,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,224.0,0,Transient,35.0,0,0,Canceled,2017-01-20,1,2017-01-24,2,1.0,70.0,0,Winter,0-30 days
Resort Hotel,1,54,2017,January,4,24,1,5,3,1.0,0,BB,LUX,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,87.0,0,0,Canceled,2016-12-01,1,2017-01-24,6,4.0,522.0,1,Winter,31-90 days
Resort Hotel,0,0,2017,January,4,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,178.0,0,Transient,35.0,0,0,Check-Out,2017-01-26,1,2017-01-25,1,1.0,35.0,0,Winter,0-30 days
Resort Hotel,1,33,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,0,Canceled,2017-01-05,1,2017-01-25,2,2.0,116.0,0,Winter,31-90 days
Resort Hotel,1,77,2017,January,4,25,3,9,1,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.0,0,0,Canceled,2016-11-09,1,2017-01-25,12,1.0,444.0,0,Winter,31-90 days
Resort Hotel,1,58,2017,January,4,26,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,72.0,0,1,Canceled,2016-11-30,1,2017-01-26,2,1.0,144.0,0,Winter,31-90 days
Resort Hotel,1,65,2017,January,4,26,2,3,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,72.0,0,2,Canceled,2016-12-15,1,2017-01-26,5,2.0,360.0,0,Winter,31-90 days
Resort Hotel,1,281,2017,January,4,26,2,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,0,Canceled,2016-05-24,1,2017-01-26,7,2.0,264.6,0,Winter,180+ days
Resort Hotel,1,27,2017,January,4,27,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0.0,0,Transient,93.0,0,1,Canceled,2016-12-31,1,2017-01-27,2,4.0,186.0,1,Winter,0-30 days
Resort Hotel,1,24,2017,January,4,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Canceled,2017-01-23,1,2017-01-27,2,2.0,96.0,0,Winter,0-30 days
Resort Hotel,1,30,2017,January,4,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,78.0,0,0,Canceled,2017-01-12,1,2017-01-27,2,2.0,156.0,0,Winter,0-30 days
Resort Hotel,1,27,2017,January,4,27,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Canceled,2016-12-31,1,2017-01-27,2,2.0,96.0,0,Winter,0-30 days
Resort Hotel,1,24,2017,January,4,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Canceled,2017-01-11,1,2017-01-27,2,2.0,96.0,0,Winter,0-30 days
Resort Hotel,1,124,2017,January,4,27,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,55.8,0,1,Canceled,2016-10-25,1,2017-01-27,2,2.0,111.6,0,Winter,91-180 days
Resort Hotel,1,43,2017,January,4,27,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient-Party,48.0,0,0,Canceled,2017-01-05,1,2017-01-27,3,2.0,144.0,0,Winter,31-90 days
Resort Hotel,1,16,2017,January,4,27,1,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,5,No Deposit,0.0,0.0,0,Transient-Party,35.0,0,0,Canceled,2017-01-27,1,2017-01-27,3,1.0,105.0,0,Winter,0-30 days
Resort Hotel,1,73,2017,January,4,27,8,21,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.83,0,1,Canceled,2016-11-18,1,2017-01-27,29,1.0,1097.07,0,Winter,31-90 days
Resort Hotel,1,78,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,1,Canceled,2017-01-17,1,2017-01-28,1,2.0,42.0,0,Winter,31-90 days
Resort Hotel,1,16,2017,January,4,28,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,78.0,0,0,Canceled,2017-01-12,1,2017-01-28,1,2.0,78.0,0,Winter,0-30 days
Resort Hotel,1,17,2017,January,4,28,0,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0.0,504.0,0,Transient-Party,32.0,0,0,Canceled,2017-01-28,1,2017-01-28,1,1.0,32.0,0,Winter,0-30 days
Resort Hotel,1,94,2017,January,4,28,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,42.0,0,1,Canceled,2016-10-27,1,2017-01-28,1,2.0,42.0,0,Winter,91-180 days
Resort Hotel,1,2,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,76.0,0,1,Canceled,2017-01-28,1,2017-01-28,1,2.0,76.0,0,Winter,0-30 days
Resort Hotel,1,17,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0.0,504.0,0,Transient-Party,36.0,0,0,Canceled,2017-01-11,1,2017-01-28,1,2.0,36.0,0,Winter,0-30 days
Resort Hotel,1,9,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,0,Canceled,2017-01-19,1,2017-01-28,1,2.0,48.0,0,Winter,0-30 days
Resort Hotel,1,3,2017,January,4,28,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0.0,0.0,0,Transient,70.0,0,0,No-Show,2017-01-28,1,2017-01-28,1,3.0,70.0,1,Winter,0-30 days
Resort Hotel,1,33,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Canceled,2016-12-30,1,2017-01-28,1,2.0,48.0,0,Winter,31-90 days
Resort Hotel,1,18,2017,January,4,28,0,1,2,0.0,0,HB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,0.0,0,1,Canceled,2017-01-28,1,2017-01-28,1,2.0,0.0,0,Winter,0-30 days
Resort Hotel,1,4,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,55.0,0,1,Canceled,2017-01-28,1,2017-01-28,1,2.0,55.0,0,Winter,0-30 days
Resort Hotel,1,4,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Canceled,2017-01-27,1,2017-01-28,1,2.0,0.0,0,Winter,0-30 days
Resort Hotel,1,209,2017,January,4,28,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,37.8,0,0,Canceled,2016-07-29,1,2017-01-28,2,2.0,75.6,0,Winter,180+ days
Resort Hotel,1,5,2017,January,4,28,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,No-Show,2017-01-28,1,2017-01-28,1,2.0,48.0,0,Winter,0-30 days
Resort Hotel,1,3,2017,January,4,28,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,52.0,0,0,Canceled,2017-01-25,1,2017-01-28,2,2.0,104.0,0,Winter,0-30 days
Resort Hotel,1,219,2017,January,4,28,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,0.0,0,Transient,50.22,0,1,Canceled,2017-01-06,1,2017-01-28,4,2.0,200.88,0,Winter,180+ days
Resort Hotel,1,60,2017,January,4,28,2,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,0.0,0,Transient,61.8,0,0,Canceled,2016-12-05,1,2017-01-28,7,2.0,432.6,0,Winter,31-90 days
Resort Hotel,1,178,2017,January,4,28,8,20,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,0.0,0,Transient,55.8,0,3,Canceled,2016-10-23,1,2017-01-28,28,2.0,1562.4,0,Winter,91-180 days
Resort Hotel,1,11,2017,January,4,28,2,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,1,Canceled,2017-01-24,1,2017-01-28,5,1.0,290.0,0,Winter,0-30 days
Resort Hotel,1,84,2017,January,5,29,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,0.0,0,Transient,72.0,0,1,Canceled,2016-11-11,1,2017-01-29,7,2.0,504.0,0,Winter,31-90 days
Resort Hotel,1,82,2017,January,5,29,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,72.0,0,0,Canceled,2016-11-08,1,2017-01-29,7,2.0,504.0,0,Winter,31-90 days
